,accession,maturity_height_type,Block,Row,Col,Plot,Trt,DOY186,DOY193,DOY200,DOY207,DOY208,DOY209,DOY210,DOY215,DOY216,DOY217,DOY221,DOY223,DOY224,DOY229,DOY231,DOY236,DOY241,DOY252,DOY266,Heading10%,Heading50,Heading90
4215,check,Check,4,16,16,41616,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,209,214,220
1715,check,Check,4,1,17,40117,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,20,NA,NA,90,NA,NA,NA,NA,NA,NA,212,220,224
443,check,Check,4,2,17,40217,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,60,NA,NA,100,NA,NA,NA,NA,NA,NA,210,216,222
715,PI 598070,Type4,4,3,17,40317,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,10,NA,NA,30,NA,100,NA,NA,NA,NA,217,226,230
983,PI 656078,Type4,4,4,17,40417,LN,NA,NA,0,NA,30,NA,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,203,212,220
1253,PI 656000,Type4,4,5,17,40517,LN,NA,NA,0,NA,20,NA,NA,NA,NA,50,NA,NA,100,NA,NA,NA,NA,NA,NA,204,217,223
1523,PI 656108,Type4,4,6,17,40617,LN,NA,NA,0,NA,90,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,208
1793,PI 656089,Type4,4,7,17,40717,LN,NA,NA,0,NA,80,NA,NA,NA,NA,90,NA,NA,95,NA,100,NA,NA,NA,NA,201,205,217
2063,PI 656115,Type4,4,8,17,40817,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,80,NA,NA,90,NA,NA,NA,NA,NA,NA,209,214,224
2333,PI 656069,Type5,4,9,17,40917,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,30,90,100,NA,NA,226,233,236
2603,PI 656006,Type5,4,10,17,41017,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,90,NA,NA,NA,NA,225,228,231
2873,PI 656070,Type5,4,11,17,41117,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,20,NA,NA,50,NA,100,NA,NA,NA,NA,212,224,230
3143,PI 656113,Type5,4,12,17,41217,LN,NA,NA,0,NA,30,NA,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,203,212,220
3415,PI 585291,Type5,4,13,17,41317,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,10,NA,NA,80,NA,100,NA,NA,NA,NA,217,221,228
3683,PI 656061,Type5,4,14,17,41417,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,30,100,NA,NA,NA,224,232,235
3953,PI 651492,Type5,4,15,17,41517,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,100,244,254,264
4223,PI 35038,Type5,4,16,17,41617,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,10,NA,NA,40,NA,100,NA,NA,NA,NA,217,225,230
1814,PI 656095,Type4,4,1,18,40118,LN,NA,NA,0,NA,30,NA,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,203,211,217
453,PI 656096,Type4,4,2,18,40218,LN,NA,NA,0,NA,10,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,212,217
723,PI 655993,Type4,4,3,18,40318,LN,NA,NA,0,NA,20,NA,NA,NA,NA,80,NA,NA,90,NA,NA,NA,NA,NA,NA,204,212,224
993,PI 655971,Type4,4,4,18,40418,LN,NA,NA,0,NA,50,NA,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,202,208,217
1263,PI 656094,Type4,4,5,18,40518,LN,NA,NA,0,NA,50,NA,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,202,208,217
1533,PI 655989,Type4,4,6,18,40618,LN,NA,NA,0,NA,10,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,212,217
1803,PI 656060,Type4,4,7,18,40718,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,209,214,220
2073,PI 656077,Type4,4,8,18,40818,LN,NA,NA,0,NA,80,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,205,212
2343,PI 656034,Type5,4,9,18,40918,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,70,100,NA,NA,NA,219,228,234
2614,PI 656117,Type5,4,10,18,41018,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,10,NA,NA,30,NA,100,NA,NA,NA,NA,217,226,230
2883,PI 656091,Type5,4,11,18,41118,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,100,NA,NA,236,238,240
3153,PI 659694,Type5,4,12,18,41218,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,50,NA,80,100,NA,NA,NA,218,224,234
3423,PI 656053,Type5,4,13,18,41318,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,100,NA,NA,NA,NA,218,221,228
3693,PI 656110,Type5,4,14,18,41418,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,50,NA,NA,90,NA,NA,NA,NA,NA,NA,210,217,224
3963,PI 656029,Type5,4,15,18,41518,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,100,NA,NA,NA,NA,218,222,229
4233,PI 656009,Type5,4,16,18,41618,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,20,NA,NA,80,NA,90,NA,NA,NA,NA,212,220,231
1915,PI 533967,Type2,4,1,19,40119,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,100,NA,NA,NA,NA,219,226,230
463,PI 576130,Type2,4,2,19,40219,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,30,80,100,NA,NA,226,233,238
733,PI 24969,Type2,4,3,19,40319,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA,70,80,100,NA,NA,225,229,238
1003,PI 276837,Type2,4,4,19,40419,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,80,NA,NA,242,266,NA
1273,PI 533882,Type2,4,5,19,40519,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,60,NA,NA,90,NA,NA,NA,NA,NA,NA,210,216,224
1543,PI 574455,Type2,4,6,19,40619,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,90,NA,NA,NA,NA,219,226,231
1815,PI 561472,Type2,4,7,19,40719,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,50,90,NA,NA,NA,220,231,236
2083,check,Check,4,8,19,40819,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,209,214,222
2353,PI 533970,Type6,4,9,19,40919,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,60,NA,NA,90,NA,100,NA,NA,NA,NA,210,216,224
2623,check,Check,4,10,19,41019,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,80,NA,NA,90,NA,NA,NA,NA,NA,NA,209,214,224
2893,PI 152651,Type6,4,11,19,41119,LN,NA,NA,0,NA,50,NA,NA,NA,NA,100,NA,NA,90,NA,NA,NA,NA,NA,NA,202,208,224
3163,PI 533871,Type6,4,12,19,41219,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,212,216
3433,PI 533876,Type6,4,13,19,41319,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3703,PI 534079,Type6,4,14,19,41419,LN,NA,NA,0,NA,5,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,212,216
3973,PI 534139,Type6,4,15,19,41519,LN,NA,NA,0,NA,5,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,212,216
4243,PI 534144,Type6,4,16,19,41619,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,30,NA,NA,50,NA,80,NA,100,NA,NA,211,224,236
2015,PI 533878,Type2,4,1,20,40120,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,20,NA,NA,50,NA,90,NA,NA,NA,NA,212,224,231
473,PI 542406,Type2,4,2,20,40220,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,100,NA,237,241,250
743,PI 576345,Type2,4,3,20,40320,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,209,214,222
1015,PI 533799,Type2,4,4,20,40420,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,212,216
1283,PI 576359,Type2,4,5,20,40520,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,20,NA,NA,90,NA,100,NA,NA,NA,NA,212,220,224
1553,PI 576380,Type2,4,6,20,40620,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,209,214,220
1823,PI 34911,Type2,4,7,20,40720,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,NA,100,NA,236,243,250
2093,check,Check,4,8,20,40820,LN,NA,NA,0,NA,5,NA,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,209,213,220
2363,PI 534104,Type6,4,9,20,40920,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,209,214,220
2633,PI 533762,Type6,4,10,20,41020,LN,NA,NA,0,NA,50,NA,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,202,208,220
2903,PI 17548,Type6,4,11,20,41120,LN,NA,NA,0,NA,10,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,212,216
3173,check,Check,4,12,20,41220,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,209,214,220
3443,PI 533752,Type6,4,13,20,41320,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,20,NA,NA,90,NA,NA,NA,NA,NA,NA,212,220,224
3715,PI 533794,Type6,4,14,20,41420,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,60,NA,NA,100,NA,NA,NA,NA,NA,NA,210,216,222
3983,PI 533985,Type6,4,15,20,41520,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,213,217
4253,PI 534137,Type6,4,16,20,41620,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,80,NA,NA,90,NA,NA,NA,NA,NA,NA,209,214,224
2114,PI 565121,Type2,4,1,21,40121,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,50,NA,NA,70,NA,100,NA,NA,NA,NA,210,217,229
483,PI 533927,Type2,4,2,21,40221,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,100,NA,NA,90,NA,NA,NA,NA,NA,NA,210,217,224
753,PI 533824,Type2,4,3,21,40321,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,20,NA,NA,80,NA,100,NA,NA,NA,NA,212,220,228
1023,PI 48770,Type2,4,4,21,40421,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,60,NA,NA,90,NA,NA,NA,NA,NA,NA,210,216,224
1293,PI 533789,Type2,4,5,21,40521,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,90,NA,NA,95,NA,100,NA,NA,NA,NA,209,213,217
1563,PI 533989,Type2,4,6,21,40621,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,10,NA,NA,90,NA,NA,NA,NA,NA,NA,217,220,224
1833,PI 561071,Type2,4,7,21,40721,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,50,NA,90,NA,NA,NA,NA,218,224,231
2105,PI 534028,Type2,4,8,21,40821,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,50,NA,NA,90,NA,NA,NA,NA,NA,NA,210,217,224
2373,PI 533877,Type6,4,9,21,40921,LN,NA,NA,0,NA,70,NA,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,201,206,217
2643,PI 533855,Type6,4,10,21,41021,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,70,NA,NA,90,NA,NA,NA,NA,NA,NA,209,214,224
2915,PI 533788,Type6,4,11,21,41121,LN,NA,NA,0,NA,80,NA,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,201,205,217
3183,PI 533938,Type6,4,12,21,41221,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,60,NA,NA,95,NA,100,NA,NA,NA,NA,210,216,223
3453,PI 533937,Type6,4,13,21,41321,LN,NA,NA,0,NA,15,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,212,216
3723,PI 534132,Type6,4,14,21,41421,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,209,213,217
3993,PI 533976,Type6,4,15,21,41521,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,20,NA,NA,60,NA,90,NA,NA,NA,NA,212,222,231
4263,PI 534088,Type6,4,16,21,41621,LN,NA,NA,0,NA,10,NA,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,208,212,217
2215,PI 651496,Type2,4,1,22,40122,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,100,NA,NA,232,236,240
493,PI 655970,Type2,4,2,22,40222,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,90,NA,NA,NA,NA,224,228,231
763,check,Check,4,3,22,40322,LN,NA,NA,0,NA,5,NA,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,209,213,220
1033,PI 609456,Type2,4,4,22,40422,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,70,NA,NA,NA,NA,100,NA,NA,NA,NA,209,214,226
1303,check,Check,4,5,22,40522,LN,NA,NA,0,NA,5,NA,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,209,213,220
1573,PI 656014,Type2,4,6,22,40622,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,80,NA,NA,NA,NA,100,NA,NA,NA,NA,209,214,224
1843,PI 656036,Type2,4,7,22,40722,LN,NA,NA,0,NA,5,NA,NA,NA,NA,10,NA,NA,NA,NA,50,100,NA,NA,NA,217,231,235
2115,PI 656028,Type2,4,8,22,40822,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,90,NA,NA,NA,NA,218,222,231
2383,PI 576385,Type6,4,9,22,40922,LN,NA,NA,0,NA,50,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,208,215
2653,PI 597980,Type6,4,10,22,41022,LN,NA,NA,0,NA,80,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,205,212
2923,check,Check,4,11,22,41122,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,209,213,217
3193,PI 576437,Type6,4,12,22,41222,LN,NA,NA,0,NA,10,NA,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,208,212,217
3463,PI 655979,Type6,4,13,22,41322,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,209,213,217
3733,PI 655974,Type6,4,14,22,41422,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,80,NA,NA,90,NA,NA,NA,NA,NA,NA,209,214,224
4003,PI 597976,Type6,4,15,22,41522,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,212,216
4273,PI 655973,Type6,4,16,22,41622,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,60,NA,NA,90,NA,NA,NA,NA,NA,NA,210,216,224
2315,PI 656041,Type2,4,1,23,40123,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,90,NA,NA,NA,NA,219,226,231
503,PI 655995,Type2,4,2,23,40223,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,10,NA,NA,50,NA,100,NA,NA,NA,NA,217,224,230
773,PI 642992,Type2,4,3,23,40323,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,50,100,NA,NA,NA,225,231,235
1043,PI 656008,Type2,4,4,23,40423,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,20,NA,NA,80,NA,100,NA,NA,NA,NA,212,220,228
1315,PI 656037,Type2,4,5,23,40523,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,10,NA,NA,60,NA,100,NA,NA,NA,NA,217,223,229
1583,PI 656024,Type2,4,6,23,40623,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,70,90,NA,NA,NA,225,229,236
1853,PI 656023,Type2,4,7,23,40723,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,212,216
2123,PI 597964,Type2,4,8,23,40823,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,60,NA,100,NA,NA,NA,NA,218,223,229
2393,PI 576393,Type6,4,9,23,40923,LN,NA,NA,0,NA,50,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,208,215
2663,PI 576387,Type6,4,10,23,41023,LN,NA,NA,0,NA,50,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,208,215
2933,PI 564163,Type6,4,11,23,41123,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,209,214,220
3203,PI 542718,Type6,4,12,23,41223,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,212,216
3473,PI 597946,Type6,4,13,23,41323,LN,NA,NA,0,NA,50,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,208,215
3743,PI 613536,Type6,4,14,23,41423,LN,NA,NA,0,NA,5,NA,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,209,213,217
4015,PI 642793,Type6,4,15,23,41523,LN,NA,NA,0,NA,10,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,212,216
4283,PI 597966,Type6,4,16,23,41623,LN,NA,NA,0,NA,50,NA,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,202,208,217
2414,PI 656032,Type2,4,1,24,40124,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,30,90,NA,NA,NA,226,233,236
515,PI 656042,Type2,4,2,24,40224,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,40,NA,NA,100,NA,NA,NA,NA,NA,NA,210,218,223
783,PI 595739,Type2,4,3,24,40324,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,60,NA,NA,100,NA,NA,NA,NA,NA,NA,210,216,222
1053,PI 601816,Type2,4,4,24,40424,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,10,NA,NA,60,NA,100,NA,NA,NA,NA,217,223,229
1323,PI 576391,Type2,4,5,24,40524,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,50,NA,100,NA,NA,NA,NA,218,224,230
1593,PI 576428,Type2,4,6,24,40624,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,209,213,217
1863,PI 656044,Type2,4,7,24,40724,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,20,NA,NA,90,NA,NA,NA,NA,NA,NA,212,220,224
2133,PI 597960,Type2,4,8,24,40824,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,60,NA,NA,90,NA,NA,NA,NA,NA,NA,210,216,224
2403,PI 597951,Type6,4,9,24,40924,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,212,216
2673,check,Check,4,10,24,41024,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,60,NA,NA,90,NA,100,NA,NA,NA,NA,210,216,224
2943,PI 597945,Type6,4,11,24,41124,LN,NA,NA,0,NA,5,NA,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,209,213,217
3215,PI 642998,Type6,4,12,24,41224,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,212,216
3483,PI 655977,Type6,4,13,24,41324,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,212,216
3753,PI 534167,Type6,4,14,24,41424,LN,NA,NA,0,NA,10,NA,NA,NA,NA,100,NA,NA,90,NA,NA,NA,NA,NA,NA,208,216,224
4023,PI 595744,Type6,4,15,24,41524,LN,NA,NA,0,NA,50,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,208,215
4293,PI 641849,Type6,4,16,24,41624,LN,NA,NA,0,NA,80,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,205,212
2515,PI 656038,Type2,4,1,25,40125,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,90,NA,NA,NA,232,234,236
523,PI 659753,Type2,4,2,25,40225,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA,10,50,80,100,NA,231,236,246
793,check,Check,4,3,25,40325,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,209,214,220
1063,PI 656048,Type2,4,4,25,40425,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,20,NA,NA,NA,NA,80,100,NA,NA,NA,212,224,234
1333,PI 656062,Type2,4,5,25,40525,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,80,100,NA,NA,NA,224,228,234
1603,PI 656051,Type2,4,6,25,40625,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA,70,100,NA,NA,NA,225,229,234
1873,check,Check,4,7,25,40725,LN,NA,NA,0,NA,5,NA,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,209,213,220
2143,PI 656076,Type2,4,8,25,40825,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,80,NA,NA,NA,NA,100,NA,NA,NA,NA,209,214,224
2415,PI 656103,Type6,4,9,25,40925,LN,NA,NA,0,NA,30,NA,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,203,211,217
2683,PI 656013,Type6,4,10,25,41025,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,212,216
2953,PI 656102,Type6,4,11,25,41125,LN,NA,NA,0,NA,50,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,208,215
3223,PI 656114,Type6,4,12,25,41225,LN,NA,NA,0,NA,5,NA,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,209,213,220
3493,PI 655992,Type6,4,13,25,41325,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,209,213,217
3763,PI 655982,Type6,4,14,25,41425,LN,NA,NA,0,NA,5,NA,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,209,213,217
4033,PI 655981,Type6,4,15,25,41525,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,213,217
4303,PI 656088,Type6,4,16,25,41625,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,10,NA,NA,50,NA,100,NA,NA,NA,NA,217,224,230
2615,PI 656073,Type2,4,1,26,40126,LN,NA,NA,0,NA,60,NA,NA,NA,NA,80,NA,NA,70,NA,100,NA,NA,NA,NA,201,207,224
533,PI 656111,Type2,4,2,26,40226,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,20,NA,NA,50,NA,90,NA,NA,NA,NA,212,224,231
803,PI 656092,Type2,4,3,26,40326,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,90,NA,NA,NA,NA,224,228,231
1073,PI 656107,Type2,4,4,26,40426,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,50,90,NA,NA,NA,225,231,236
1343,PI 656099,Type2,4,5,26,40526,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,60,100,NA,NA,231,235,240
1615,Tx430,Check2,4,6,26,40626,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,10,NA,NA,50,NA,100,NA,NA,NA,NA,217,224,230
1883,PI 656068,Type2,4,7,26,40726,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,90,NA,NA,NA,NA,219,226,231
2153,Tx430,Check2,4,8,26,40826,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA,70,100,NA,NA,NA,225,229,234
2423,PI 655991,Type6,4,9,26,40926,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,10,NA,NA,70,NA,100,NA,NA,NA,NA,217,222,229
2693,PI 655980,Type6,4,10,26,41026,LN,NA,NA,0,NA,5,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,213,217
2963,PI 655986,Type6,4,11,26,41126,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,10,NA,NA,90,NA,NA,NA,NA,NA,NA,217,220,224
3233,check,Check,4,12,26,41226,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,209,214,220
3503,PI 655983,Type6,4,13,26,41326,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,80,90,100,NA,NA,225,228,236
3773,PI 656090,Type6,4,14,26,41426,LN,NA,NA,0,NA,20,NA,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,204,212,217
4043,PI 656046,Type6,4,15,26,41526,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,209,213,217
4313,PI 656084,Type6,4,16,26,41626,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,20,NA,NA,80,NA,100,NA,NA,NA,NA,212,220,228
2715,PI 656049,Type2,4,1,27,40127,LN,NA,NA,NA,NA,0,NA,NA,NA,NA,10,NA,NA,85,NA,100,NA,NA,NA,NA,217,221,226
543,PI 656086,Type2,4,2,27,40227,LN,NA,NA,0,NA,10,NA,NA,NA,NA,90,NA,NA,NA,NA,100,NA,NA,NA,NA,208,212,217
815,Tx430,Check2,4,3,27,40327,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,50,NA,90,NA,NA,NA,NA,218,224,231
